Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,AllPro,ProBowl,Receiving_Points,Year
Chris Hogan,BUF,28,WR,16,4,59,36,61.0,450,12.5,2,18,40.7,46,7.6,2.3,28.1,0,0,0,75.0,2015
David Johnson,ARI,24,RB,16,5,57,36,63.2,457,12.7,4,21,47.4,55,8.0,2.3,28.6,4,0,0,87.7,2015
Dion Lewis,NWE,25,RB,7,6,50,36,72.0,388,10.8,2,17,56.0,40,7.8,5.1,55.4,2,0,0,68.80000000000001,2015
Kendall Wright,TEN,26,WR,10,9,60,36,60.0,408,11.3,3,21,46.7,52,6.8,3.6,40.8,0,0,0,76.80000000000001,2015
T.J. Yeldon,JAX,22,RB,12,12,46,36,78.3,279,7.8,1,15,50.0,67,6.1,3.0,23.3,0,0,0,51.900000000000006,2015
Jordan Cameron,MIA,27,TE,16,16,70,35,50.0,386,11.0,3,21,41.4,29,5.5,2.2,24.1,1,0,0,74.1,2015
Dontrelle Inman,SDG,26,WR,14,7,63,35,55.6,486,13.9,3,22,49.2,68,7.7,2.5,34.7,2,0,0,84.1,2015
Chris Thompson,WAS,25,RB,13,0,48,35,72.9,240,6.9,2,14,45.8,23,5.0,2.7,18.5,2,0,0,53.5,2015
Albert Wilson,KAN,23,WR,14,12,57,35,61.4,451,12.9,2,19,45.6,44,7.9,2.5,32.2,0,0,0,74.6,2015
Frank Gore,IND,32,RB,16,16,58,34,58.6,267,7.9,1,11,34.5,34,4.6,2.1,16.7,4,0,0,49.7,2015
Zach Miller,CHI,31,TE,15,14,46,34,73.9,439,12.9,5,17,65.2,87,9.5,2.3,29.3,0,0,0,90.9,2015
C.J. Spiller,NOR,28,RB,13,2,44,34,77.3,239,7.0,2,13,34.1,80,5.4,2.6,18.4,1,0,0,52.900000000000006,2015
Jarius Wright,MIN,26,WR,16,3,50,34,68.0,442,13.0,0,25,58.0,52,8.8,2.1,27.6,1,0,0,61.2,2015
Crockett Gillmore,BAL,24,TE,10,10,47,33,70.2,412,12.5,4,17,57.4,46,8.8,3.3,41.2,0,0,0,81.7,2015
Melvin Gordon,SDG,22,RB,14,12,37,33,89.2,192,5.8,0,8,48.6,18,5.2,2.4,13.7,6,0,0,35.7,2015
Vincent Jackson,TAM,32,WR,10,9,62,33,53.2,543,16.5,3,28,50.0,36,8.8,3.3,54.3,0,0,0,88.80000000000001,2015
Doug Martin,TAM,26,RB,16,16,44,33,75.0,271,8.2,1,10,45.5,25,6.2,2.1,16.9,5,1,1,49.6,2015
Mohamed Sanu,CIN,26,WR,16,4,49,33,67.3,394,11.9,0,17,49.0,52,8.0,2.1,24.6,2,0,0,55.900000000000006,2015
Torrey Smith,SFO,26,WR,16,12,62,33,53.2,663,20.1,4,23,46.8,76,10.7,2.1,41.4,0,0,0,106.8,2015
Dorial Green-Beckham,TEN,22,WR,16,5,67,32,47.8,549,17.2,4,30,47.8,47,8.2,2.0,34.3,0,0,0,94.9,2015
Fred Jackson,SEA,34,RB,16,0,41,32,78.0,257,8.0,2,12,58.5,26,6.3,2.0,16.1,1,0,0,53.7,2015
LeSean McCoy,BUF,27,RB,12,12,50,32,64.0,292,9.1,2,12,46.0,22,5.8,2.7,24.3,2,0,1,57.2,2015
Mychal Rivera,OAK,25,TE,16,0,46,32,69.6,280,8.8,1,13,45.7,29,6.1,2.0,17.5,2,0,0,50.0,2015
Seth Roberts,OAK,24,WR,16,5,55,32,58.2,480,15.0,5,21,49.1,43,8.7,2.0,30.0,0,0,0,94.0,2015
Bryan Walters,JAX,28,WR,11,1,45,32,71.1,368,11.5,1,22,55.6,31,8.2,2.9,33.5,0,0,0,58.800000000000004,2015
Maxx Williams,BAL,21,TE,14,7,48,32,66.7,268,8.4,1,16,50.0,28,5.6,2.3,19.1,1,0,0,48.8,2015
Corey Brown,CAR,24,WR,14,11,54,31,57.4,447,14.4,4,24,51.9,39,8.3,2.2,31.9,0,0,0,84.2,2015
Dez Bryant,DAL,27,WR,9,9,72,31,43.1,401,12.9,3,18,34.7,51,5.6,3.4,44.6,0,0,0,73.6,2015
Jeremy Butler,BAL,24,WR,8,0,44,31,70.5,363,11.7,0,17,52.3,41,8.3,3.9,45.4,1,0,0,51.800000000000004,2015
Justin Forsett,BAL,30,RB,10,10,41,31,75.6,153,4.9,0,4,31.7,32,3.7,3.1,15.3,0,0,0,30.8,2015
Devin Funchess,CAR,21,WR,16,5,63,31,49.2,473,15.3,5,24,47.6,52,7.5,1.9,29.6,1,0,0,92.80000000000001,2015
Dexter McCluster,TEN,26,WR,11,2,41,31,75.6,260,8.4,1,12,39.0,35,6.3,2.8,23.6,2,0,0,47.5,2015
Brandon Coleman,NOR,23,WR,16,4,49,30,61.2,454,15.1,2,22,55.1,31,9.3,1.9,28.4,0,0,0,72.4,2015
Malcom Floyd,SDG,34,WR,15,13,68,30,44.1,561,18.7,3,19,38.2,70,8.3,2.0,37.4,1,0,0,89.1,2015
Chris Ivory,NYJ,27,RB,15,14,37,30,81.1,217,7.2,1,10,51.4,36,5.9,2.0,14.5,4,0,1,42.7,2015
DeSean Jackson,WAS,29,WR,9,9,49,30,61.2,528,17.6,4,15,46.9,77,10.8,3.3,58.7,1,0,0,91.80000000000001,2015
Vance McDonald,SFO,25,TE,14,11,46,30,65.2,326,10.9,3,16,41.3,36,7.1,2.1,23.3,2,0,0,65.6,2015
Quinton Patton,SFO,25,WR,16,4,57,30,52.6,394,13.1,1,15,40.4,41,6.9,1.9,24.6,0,0,0,60.400000000000006,2015
Adrian Peterson,MIN,30,RB,16,16,36,30,83.3,222,7.4,0,9,41.7,49,6.2,1.9,13.9,7,1,1,37.2,2015
Marcel Reece,OAK,30,RB,15,7,37,30,81.1,269,9.0,3,12,54.1,55,7.3,2.0,17.9,0,0,0,59.900000000000006,2015
Larry Donnell,NYG,27,TE,8,8,41,29,70.7,223,7.7,2,13,53.7,22,5.4,3.6,27.9,0,0,0,48.8,2015
Rashad Jennings,NYG,30,RB,16,16,40,29,72.5,296,10.2,1,8,50.0,51,7.4,1.8,18.5,3,0,0,50.1,2015
Lance Moore,DET,32,WR,14,8,43,29,67.4,337,11.6,4,20,55.8,42,7.8,2.1,24.1,1,0,0,72.2,2015
Taylor Gabriel,CLE,24,WR,13,4,48,28,58.3,241,8.6,0,11,43.8,56,5.0,2.2,18.5,1,0,0,38.1,2015
Clive Walford,OAK,24,TE,16,2,50,28,56.0,329,11.8,3,20,40.0,33,6.6,1.8,20.6,0,0,0,64.9,2015
Marquess Wilson,CHI,23,WR,11,6,51,28,54.9,464,16.6,1,20,49.0,50,9.1,2.5,42.2,0,0,0,66.4,2015
Brent Celek,PHI,30,TE,16,13,35,27,77.1,398,14.7,3,21,71.4,60,11.4,1.7,24.9,1,0,0,71.30000000000001,2015
Shaun Draughn,2TM,28,RB,11,6,35,27,77.1,176,6.5,0,14,37.1,26,5.0,2.5,16.0,1,0,0,31.1,2015
Andrew Hawkins,CLE,29,WR,8,8,43,27,62.8,276,10.2,0,11,46.5,25,6.4,3.4,34.5,1,0,0,41.1,2015
Josh Huff,PHI,24,WR,15,4,42,27,64.3,312,11.6,3,16,52.4,41,7.4,1.8,20.8,0,0,0,62.7,2015
Adam Humphries,TAM,22,WR,13,0,40,27,67.5,260,9.6,1,18,50.0,27,6.5,2.1,20.0,0,0,0,45.5,2015
Kenny Stills,MIA,23,WR,16,8,63,27,42.9,440,16.3,3,18,36.5,47,7.0,1.7,27.5,0,0,0,75.5,2015
Benny Cunningham,STL,25,RB,16,1,36,26,72.2,250,9.6,0,12,38.9,42,6.9,1.6,15.6,1,0,0,38.0,2015
Anthony Fasano,TEN,31,TE,16,11,42,26,61.9,289,11.1,2,16,54.8,33,6.9,1.6,18.1,0,0,0,53.900000000000006,2015
Jonathan Grimes,HOU,26,RB,14,0,31,26,83.9,173,6.7,1,8,41.9,19,5.6,1.9,12.4,0,0,0,36.3,2015
Leonard Hankerson,3TM,26,WR,10,0,46,26,56.5,327,12.6,3,38,52.2,55,7.1,2.6,32.7,0,0,0,63.7,2015
DeVante Parker,MIA,22,WR,14,4,50,26,52.0,494,19.0,3,20,42.0,49,9.9,1.9,35.3,0,0,0,80.4,2015
Ameer Abdullah,DET,22,RB,16,9,38,25,65.8,183,7.3,1,11,47.4,36,4.8,1.6,11.4,5,0,0,36.8,2015
C.J. Anderson,DEN,24,RB,15,6,36,25,69.4,183,7.3,0,6,25.0,27,5.1,1.7,12.2,2,0,0,30.8,2015
Lance Kendricks,STL,27,TE,15,12,36,25,69.4,245,9.8,2,11,55.6,37,6.8,1.7,16.3,0,0,0,49.0,2015
Le'Veon Bell,PIT,23,RB,6,6,26,24,92.3,136,5.7,0,4,34.6,20,5.2,4.0,22.7,0,0,0,25.6,2015
Javontee Herndon,SDG,24,WR,8,2,33,24,72.7,195,8.1,0,8,45.5,21,5.9,3.0,24.4,2,0,0,31.5,2015
Ronnie Hillman,DEN,24,RB,16,10,35,24,68.6,111,4.6,0,3,31.4,14,3.2,1.5,6.9,3,0,0,23.1,2015
Keshawn Martin,NWE,25,WR,9,8,37,24,64.9,269,11.2,2,14,51.4,39,7.3,2.7,29.9,1,0,0,50.900000000000006,2015
Nelson Agholor,PHI,22,WR,13,12,44,23,52.3,283,12.3,1,11,45.5,53,6.4,1.8,21.8,1,0,0,45.8,2015
Cameron Brate,TAM,24,TE,14,4,30,23,76.7,288,12.5,3,14,63.3,46,9.6,1.6,20.6,0,0,0,58.3,2015
Scott Chandler,NWE,30,TE,15,4,42,23,54.8,259,11.3,4,14,52.4,30,6.2,1.5,17.3,0,0,0,61.400000000000006,2015
Ryan Grant,WAS,25,WR,16,5,42,23,54.8,268,11.7,2,18,45.2,35,6.4,1.4,16.8,0,0,0,50.3,2015
Joique Bell,DET,29,RB,13,5,27,22,81.5,286,13.0,0,10,74.1,39,10.6,1.7,22.0,1,0,0,39.6,2015
Quincy Enunwa,NYJ,23,WR,12,6,46,22,47.8,315,14.3,0,10,41.3,48,6.8,1.8,26.3,0,0,0,42.5,2015
Arian Foster,HOU,29,RB,4,4,28,22,78.6,227,10.3,2,13,60.7,32,8.1,5.5,56.8,2,0,0,45.7,2015
Justin Hunter,TEN,24,WR,9,5,31,22,71.0,264,12.0,1,12,58.1,29,8.5,2.4,29.3,0,0,0,43.400000000000006,2015
Jeremy Langford,CHI,24,RB,16,2,42,22,52.4,279,12.7,1,9,35.7,83,6.6,1.4,17.4,0,0,0,44.900000000000006,2015
Marc Mariani,CHI,28,WR,16,5,33,22,66.7,300,13.6,0,19,60.6,26,9.1,1.4,18.8,3,0,0,41.0,2015
Jordan Norwood,DEN,29,WR,11,5,32,22,68.8,207,9.4,0,11,43.8,34,6.5,2.0,18.8,1,0,0,31.700000000000003,2015
Antonio Andrews,TEN,23,RB,14,10,29,21,72.4,174,8.3,0,8,41.4,23,6.0,1.5,12.4,1,0,0,27.900000000000002,2015
Jamaal Charles,KAN,29,RB,5,5,29,21,72.4,177,8.4,1,10,44.8,26,6.1,4.2,35.4,3,0,0,34.2,2015
Riley Cooper,PHI,28,WR,16,13,41,21,51.2,327,15.6,2,15,46.3,62,8.0,1.3,20.4,0,0,0,55.2,2015
Lance Dunbar,DAL,25,RB,4,0,23,21,91.3,215,10.2,0,9,60.9,39,9.3,5.3,53.8,0,0,0,32.0,2015
Darren Fells,ARI,29,TE,14,12,28,21,75.0,311,14.8,3,15,71.4,48,11.1,1.5,22.2,0,0,0,59.6,2015
Todd Gurley,STL,21,RB,13,12,26,21,80.8,188,9.0,0,9,46.2,31,7.2,1.6,14.5,3,0,1,29.3,2015
Justin Hardy,ATL,24,WR,9,1,36,21,58.3,194,9.2,0,11,41.7,23,5.4,2.3,21.6,0,0,0,29.900000000000002,2015
Darrius Heyward-Bey,PIT,28,WR,16,4,39,21,53.8,314,15.0,2,11,41.0,66,8.1,1.3,19.6,0,0,0,53.900000000000006,2015
Jerick McKinnon,MIN,23,RB,16,0,29,21,72.4,173,8.2,1,9,44.8,30,6.0,1.3,10.8,0,0,0,33.8,2015
Denard Robinson,JAX,25,WR,13,3,30,21,70.0,164,7.8,0,8,50.0,16,5.5,1.6,12.6,3,0,0,26.900000000000002,2015
Austin Seferian-Jenkins,TAM,23,TE,7,3,39,21,53.8,338,16.1,4,18,51.3,43,8.7,3.0,48.3,0,0,0,68.30000000000001,2015
Damien Williams,MIA,23,RB,16,0,28,21,75.0,142,6.8,1,6,39.3,23,5.1,1.3,8.9,2,0,0,30.700000000000003,2015
Chris Givens,2TM,26,WR,15,6,54,20,37.0,353,17.7,1,26,33.3,48,6.5,1.3,23.5,0,0,0,51.300000000000004,2015
Ryan Griffin,HOU,25,TE,9,4,34,20,58.8,251,12.6,2,13,52.9,37,7.4,2.2,27.9,0,0,0,47.1,2015
Eddie Lacy,GNB,25,RB,15,12,28,20,71.4,188,9.4,2,7,46.4,28,6.7,1.3,12.5,4,0,0,40.8,2015
Ryan Mathews,PHI,28,RB,13,6,28,20,71.4,146,7.3,1,6,39.3,23,5.2,1.5,11.2,3,0,0,30.6,2015
Charcandrick West,KAN,24,RB,15,9,34,20,58.8,214,10.7,1,6,32.4,80,6.3,1.3,14.3,1,0,0,37.400000000000006,2015
Matt Asiata,MIN,28,RB,16,0,22,19,86.4,132,6.9,0,5,31.8,22,6.0,1.2,8.3,0,0,0,22.700000000000003,2015
Josh Bellamy,CHI,26,WR,16,3,34,19,55.9,224,11.8,2,8,35.3,48,6.6,1.2,14.0,0,0,0,43.900000000000006,2015
Brandon Bolden,NWE,25,RB,15,2,30,19,63.3,180,9.5,2,8,30.0,63,6.0,1.3,12.0,0,0,0,39.5,2015
Garrett Celek,SFO,27,TE,11,8,28,19,67.9,186,9.8,3,10,57.1,33,6.6,1.7,16.9,0,0,0,46.1,2015
Isaiah Crowell,CLE,22,RB,16,9,22,19,86.4,182,9.6,1,6,54.5,53,8.3,1.2,11.4,0,0,0,33.7,2015
Rashad Greene,JAX,23,WR,9,0,35,19,54.3,93,4.9,2,9,37.1,18,2.7,2.1,10.3,1,0,0,30.8,2015
Percy Harvin,BUF,27,WR,5,5,30,19,63.3,218,11.5,1,10,40.0,51,7.3,3.8,43.6,1,0,0,37.3,2015
Greg Jennings,MIA,32,WR,16,5,36,19,52.8,208,10.9,1,7,38.9,31,5.8,1.2,13.0,0,0,0,36.3,2015
Matt Jones,WAS,22,RB,13,0,25,19,76.0,304,16.0,1,10,60.0,78,12.2,1.5,23.4,5,0,0,45.900000000000006,2015
Griff Whalen,IND,25,WR,14,0,26,19,73.1,205,10.8,1,11,61.5,38,7.9,1.4,14.6,4,0,0,36.0,2015
Nick Boyle,BAL,22,TE,11,2,23,18,78.3,153,8.5,0,10,56.5,25,6.7,1.6,13.9,0,0,0,24.3,2015
Phillip Dorsett,IND,22,WR,11,0,39,18,46.2,225,12.5,1,10,33.3,35,5.8,1.6,20.5,2,0,0,37.5,2015
Jermaine Gresham,ARI,27,TE,15,12,32,18,56.3,223,12.4,1,13,53.1,22,7.0,1.2,14.9,0,0,0,37.3,2015
Tre Mason,STL,22,RB,13,3,25,18,72.0,88,4.9,0,5,24.0,16,3.5,1.4,6.8,3,0,0,17.8,2015
Larry Fitzgerald,ARI,33,WR,16,16,150,107,71.3,1023,9.6,6,60,58.0,33,6.8,6.7,63.9,2,0,1,191.8,2016
Antonio Brown,PIT,28,WR,15,15,154,106,68.8,1284,12.1,12,64,51.3,51,8.3,7.1,85.6,0,1,1,253.4,2016
Odell Beckham Jr.,NYG,24,WR,16,16,169,101,59.8,1367,13.5,10,66,49.7,75,8.1,6.3,85.4,3,0,1,247.20000000000002,2016
Julian Edelman,NWE,30,WR,16,13,159,98,61.6,1106,11.3,3,56,52.2,77,7.0,6.1,69.1,3,0,0,177.60000000000002,2016
Jordy Nelson,GNB,31,WR,16,16,152,97,63.8,1257,13.0,14,62,59.2,60,8.3,6.1,78.6,1,0,0,258.2,2016
Mike Evans,TAM,23,WR,16,16,173,96,55.5,1321,13.8,12,82,53.2,45,7.6,6.0,82.6,0,0,1,252.1,2016
Doug Baldwin,SEA,28,WR,16,15,125,94,75.2,1128,12.0,7,51,58.4,59,9.0,5.9,70.5,1,0,1,201.8,2016
Jarvis Landry,MIA,24,WR,16,16,131,94,71.8,1136,12.1,4,53,53.4,71,8.7,5.9,71.0,2,0,1,184.60000000000002,2016
Michael Thomas,NOR,23,WR,15,12,121,92,76.0,1137,12.4,9,62,67.8,46,9.4,6.1,75.8,2,0,0,213.7,2016
T.Y. Hilton,IND,27,WR,16,16,155,91,58.7,1448,15.9,6,66,54.2,63,9.3,5.7,90.5,0,0,1,226.3,2016
Golden Tate,DET,28,WR,16,16,135,91,67.4,1077,11.8,4,47,49.6,67,8.0,5.7,67.3,2,0,0,177.2,2016
Demaryius Thomas,DEN,29,WR,16,16,144,90,62.5,1083,12.0,5,50,52.8,55,7.5,5.6,67.7,2,0,1,183.3,2016
Michael Crabtree,OAK,29,WR,16,16,145,89,61.4,1003,11.3,8,56,52.4,56,6.9,5.6,62.7,2,0,0,192.8,2016
Dennis Pitta,BAL,31,TE,16,12,121,86,71.1,729,8.5,2,37,47.9,30,6.0,5.4,45.6,1,0,0,127.9,2016
Travis Kelce,KAN,27,TE,16,15,117,85,72.6,1125,13.2,4,55,63.2,80,9.6,5.3,70.3,0,1,1,179.0,2016
Stefon Diggs,MIN,23,WR,13,11,112,84,75.0,903,10.8,3,48,63.4,46,8.1,6.5,69.5,0,0,0,150.3,2016
Amari Cooper,OAK,22,WR,16,14,132,83,62.9,1153,13.9,5,49,46.2,64,8.7,5.2,72.1,2,0,1,186.8,2016
Julio Jones,ATL,27,WR,14,14,129,83,64.3,1409,17.0,6,64,58.9,75,10.9,5.9,100.6,0,1,1,218.4,2016
Kyle Rudolph,MIN,27,TE,16,16,132,83,62.9,840,10.1,7,50,50.0,44,6.4,5.2,52.5,0,0,0,167.5,2016
David Johnson,ARI,25,RB,16,16,120,80,66.7,879,11.0,4,42,48.3,58,7.3,5.0,54.9,5,1,1,151.9,2016
Greg Olsen,CAR,31,TE,16,16,129,80,62.0,1073,13.4,3,54,57.4,78,8.3,5.0,67.1,0,0,1,165.3,2016
Pierre Garcon,WAS,30,WR,16,16,114,79,69.3,1041,13.2,3,53,60.5,70,9.1,4.9,65.1,0,0,0,161.60000000000002,2016
Emmanuel Sanders,DEN,29,WR,16,16,137,79,57.7,1032,13.1,5,50,51.1,64,7.5,4.9,64.5,1,0,1,172.7,2016
Brandin Cooks,NOR,23,WR,16,12,117,78,66.7,1173,15.0,8,46,52.1,98,10.0,4.9,73.3,1,0,0,204.3,2016
Zach Ertz,PHI,26,TE,14,12,106,78,73.6,816,10.5,4,42,57.5,30,7.7,5.6,58.3,0,0,0,144.60000000000002,2016
DeAndre Hopkins,HOU,24,WR,16,16,151,78,51.7,954,12.2,4,57,47.0,51,6.3,4.9,59.6,0,0,0,158.4,2016
Terrelle Pryor,CLE,27,WR,16,15,140,77,55.0,1007,13.1,4,50,49.3,54,7.2,4.8,62.9,1,0,0,163.2,2016
Davante Adams,GNB,24,WR,16,15,121,75,62.0,997,13.3,12,46,48.8,66,8.2,4.7,62.3,2,0,0,209.2,2016
Cole Beasley,DAL,27,WR,16,6,98,75,76.5,833,11.1,5,51,69.4,47,8.5,4.7,52.1,0,0,0,150.8,2016
Le'Veon Bell,PIT,24,RB,12,12,94,75,79.8,616,8.2,2,32,58.5,32,6.6,6.3,51.3,4,0,1,111.1,2016
Jordan Matthews,PHI,24,WR,14,13,117,73,62.4,804,11.0,3,38,48.7,54,6.9,5.2,57.4,1,0,0,134.9,2016
Allen Robinson,JAX,23,WR,16,16,151,73,48.3,883,12.1,6,51,41.7,42,5.8,4.6,55.2,1,0,0,160.8,2016
Willie Snead,NOR,24,WR,15,4,104,72,69.2,895,12.4,4,51,60.6,49,8.6,4.8,59.7,2,0,0,149.5,2016
Mike Wallace,BAL,30,WR,16,16,116,72,62.1,1017,14.1,4,43,49.1,95,8.8,4.5,63.6,1,0,0,161.7,2016
Steve Smith Sr.,BAL,37,WR,14,14,101,70,69.3,799,11.4,5,39,55.4,52,7.9,5.0,57.1,0,0,0,144.9,2016
Adam Thielen,MIN,26,WR,16,10,92,69,75.0,967,14.0,5,44,60.9,71,10.5,4.3,60.4,2,0,0,161.2,2016
Tyrell Williams,SDG,24,WR,16,12,119,69,58.0,1059,15.3,7,48,48.7,51,8.9,4.3,66.2,0,0,0,182.4,2016
Jason Witten,DAL,34,TE,16,16,95,69,72.6,673,9.8,3,34,51.6,35,7.1,4.3,42.1,1,0,0,119.8,2016
Kenny Britt,LAR,28,WR,15,15,111,68,61.3,1002,14.7,5,47,51.4,66,9.0,4.5,66.8,2,0,0,164.2,2016
Anquan Boldin,DET,36,WR,16,16,95,67,70.5,584,8.7,8,41,58.9,35,6.1,4.2,36.5,0,0,0,139.9,2016
Jamison Crowder,WAS,23,WR,16,9,99,67,67.7,847,12.6,7,34,49.5,55,8.6,4.2,52.9,2,0,0,160.2,2016
A.J. Green,CIN,28,WR,10,10,100,66,66.0,964,14.6,4,42,54.0,54,9.6,6.6,96.4,0,0,1,153.4,2016
Cameron Meredith,CHI,24,WR,14,10,97,66,68.0,888,13.5,4,44,56.7,50,9.2,4.7,63.4,3,0,0,145.8,2016
Jordan Reed,WAS,26,TE,12,8,89,66,74.2,686,10.4,6,41,59.6,33,7.7,5.5,57.2,1,0,1,137.60000000000002,2016
Jimmy Graham,SEA,30,TE,16,15,95,65,68.4,923,14.2,6,45,58.9,42,9.7,4.1,57.7,2,0,1,160.8,2016
Rishard Matthews,TEN,27,WR,16,9,108,65,60.2,945,14.5,9,43,55.6,60,8.8,4.1,59.1,1,0,0,181.0,2016
Sterling Shepard,NYG,23,WR,16,16,105,65,61.9,683,10.5,8,42,49.5,32,6.5,4.1,42.7,0,0,0,148.8,2016
Delanie Walker,TEN,32,TE,15,9,102,65,63.7,800,12.3,7,35,49.0,47,7.8,4.3,53.3,1,0,1,154.5,2016
Jeremy Kerley,SFO,28,WR,16,13,115,64,55.7,667,10.4,3,33,42.6,33,5.8,4.0,41.7,4,0,0,116.7,2016
Brandon LaFell,CIN,30,WR,16,14,107,64,59.8,862,13.5,6,42,51.4,86,8.1,4.0,53.9,0,0,0,154.2,2016
Kelvin Benjamin,CAR,25,WR,16,13,118,63,53.4,941,14.9,7,50,49.2,50,8.0,3.9,58.8,1,0,0,167.60000000000002,2016
Marqise Lee,JAX,25,WR,16,6,105,63,60.0,851,13.5,3,44,54.3,51,8.1,3.9,53.2,1,0,0,134.60000000000002,2016
Eric Ebron,DET,23,TE,13,13,85,61,71.8,711,11.7,1,37,62.4,61,8.4,4.7,54.7,0,0,0,107.60000000000001,2016
Tyreek Hill,KAN,22,WR,16,1,83,61,73.5,593,9.7,6,31,50.6,49,7.1,3.8,37.1,4,1,1,125.80000000000001,2016
Randall Cobb,GNB,26,WR,13,10,84,60,71.4,610,10.2,4,36,57.1,47,7.3,4.6,46.9,1,0,0,115.0,2016
James White,NWE,24,RB,16,4,86,60,69.8,551,9.2,5,26,45.3,61,6.4,3.8,34.4,0,0,0,115.1,2016
Jack Doyle,IND,26,TE,16,14,75,59,78.7,584,9.9,5,32,64.0,24,7.8,3.7,36.5,1,0,0,117.9,2016
Brandon Marshall,NYJ,32,WR,15,15,128,59,46.1,788,13.4,3,45,40.6,41,6.2,3.9,52.5,0,0,0,126.30000000000001,2016
Mohamed Sanu,ATL,27,WR,15,15,81,59,72.8,653,11.1,4,33,61.7,59,8.1,3.9,43.5,1,0,0,118.8,2016
Tavon Austin,LAR,26,WR,15,15,106,58,54.7,509,8.8,3,25,34.0,43,4.8,3.9,33.9,5,0,0,97.9,2016
Quincy Enunwa,NYJ,24,WR,16,13,105,58,55.2,857,14.8,4,37,44.8,69,8.2,3.6,53.6,0,0,0,138.7,2016
Dontrelle Inman,SDG,27,WR,16,16,97,58,59.8,810,14.0,4,37,47.4,57,8.4,3.6,50.6,0,0,0,134.0,2016
Bilal Powell,NYJ,28,RB,16,4,74,58,78.4,388,6.7,2,21,43.2,22,5.2,3.6,24.3,1,0,0,79.80000000000001,2016
Cameron Brate,TAM,25,TE,15,10,81,57,70.4,660,11.6,8,40,60.5,38,8.1,3.8,44.0,1,0,0,142.5,2016
Charles Clay,BUF,27,TE,15,15,87,57,65.5,552,9.7,4,22,47.1,40,6.3,3.8,36.8,0,0,0,107.7,2016
DeSean Jackson,WAS,30,WR,15,15,100,56,56.0,1005,17.9,4,35,48.0,80,10.1,3.7,67.0,0,0,0,152.5,2016
DeVante Parker,MIA,23,WR,15,8,87,56,64.4,744,13.3,4,35,50.6,56,8.6,3.7,49.6,0,0,0,126.4,2016
Gary Barnidge,CLE,31,TE,16,16,82,55,67.1,612,11.1,2,34,52.4,43,7.5,3.4,38.3,0,0,0,100.7,2016
Martellus Bennett,NWE,29,TE,16,12,73,55,75.3,701,12.7,7,31,54.8,58,9.6,3.4,43.8,0,0,0,139.60000000000002,2016
Adam Humphries,TAM,23,WR,15,4,83,55,66.3,622,11.3,2,27,50.6,42,7.5,3.7,41.5,3,0,0,101.7,2016
Marvin Jones,DET,26,WR,15,15,103,55,53.4,930,16.9,4,41,47.6,73,9.0,3.7,62.0,0,0,0,144.5,2016
Tyler Boyd,CIN,22,WR,16,2,81,54,66.7,603,11.2,1,33,55.6,30,7.4,3.4,37.7,1,0,0,93.30000000000001,2016
C.J. Fiedorowicz,HOU,25,TE,15,15,89,54,60.7,559,10.4,4,30,48.3,26,6.3,3.6,37.3,1,0,0,106.9,2016
Devonta Freeman,ATL,24,RB,16,16,65,54,83.1,462,8.6,2,22,56.9,35,7.1,3.4,28.9,1,0,1,85.2,2016
Ted Ginn Jr.,CAR,31,WR,16,8,95,54,56.8,752,13.9,4,27,42.1,88,7.9,3.4,47.0,3,0,0,126.2,2016
Antonio Gates,SDG,36,TE,14,9,93,53,57.0,548,10.3,7,34,52.7,27,5.9,3.8,39.1,1,0,0,123.30000000000001,2016
Duke Johnson,CLE,23,RB,16,1,74,53,71.6,514,9.7,0,24,47.3,32,6.9,3.3,32.1,2,0,0,77.9,2016
DeMarco Murray,TEN,28,RB,16,16,67,53,79.1,377,7.1,3,20,34.3,35,5.6,3.3,23.6,3,0,1,82.2,2016
Theo Riddick,DET,25,RB,10,8,67,53,79.1,371,7.0,5,20,47.8,23,5.5,5.3,37.1,0,0,0,93.6,2016
Alshon Jeffery,CHI,26,WR,12,12,94,52,55.3,821,15.8,2,42,53.2,54,8.7,4.3,68.4,0,0,0,120.10000000000001,2016
Cordarrelle Patterson,MIN,25,WR,16,8,70,52,74.3,453,8.7,2,23,51.4,39,6.5,3.3,28.3,2,1,1,83.30000000000001,2016
Darren Sproles,PHI,33,RB,15,5,71,52,73.2,427,8.2,2,19,45.1,73,6.0,3.5,28.5,1,0,1,80.7,2016
Robert Woods,BUF,24,WR,13,10,76,51,67.1,613,12.0,1,34,56.6,34,8.1,3.9,47.2,0,0,0,92.80000000000001,2016
Dez Bryant,DAL,28,WR,13,13,96,50,52.1,796,15.9,8,38,50.0,56,8.3,3.8,61.2,1,0,1,152.60000000000002,2016
Coby Fleener,NOR,28,TE,16,8,81,50,61.7,631,12.6,3,28,56.8,50,7.8,3.1,39.4,2,0,0,106.1,2016
Ryan Griffin,HOU,26,TE,16,5,74,50,67.6,442,8.8,2,19,51.4,45,6.0,3.1,27.6,1,0,0,81.2,2016
Lance Kendricks,LAR,28,TE,16,16,87,50,57.5,499,10.0,2,22,42.5,44,5.7,3.1,31.2,1,0,0,86.9,2016
