Player,Tm,Age,Pos,G_x,GS,Tgt,Rec,Ctch%,Yds_x,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional,AllPro,ProBowl,Receiving_Points,Year,Career_Passing_Points,Career_Rushing_Points,Career_Receiving_Points,Pick,Kmeans,PF,Yds_y,Ply,Y/P,TO,FL,1stD,Cmp,Att_Pass,Yds_Pass,TD_Pass,Int,NY/A,1stD_Pass,Att_Rush,Yds_Rush,TD_Rush,YdsPer_Rush,1stD_Rush,Pen,Yds_Pen,1stPy,Sc%,TO%,EXP,Future_Receiving_Points
Robert Woods,LAR,26.0,WR,16.0,16.0,130.0,86.0,66.2,1219.0,14.2,6.0,66.0,59.2,39.0,9.4,5.4,76.2,0.0,WoodRo02,0.0,0.0,200.9,2018,,-0.6499999999999999,110.94000000000001,41.0,0,527,6738,1060,6.4,19,7,401,368,568,4507,32,12,7.5,236,459,2231,23,4.9,134,96,878,31,48.6,9.8,239.79,170.4
Robert Woods,LAR,27.0,WR,15.0,15.0,139.0,90.0,64.7,1134.0,12.6,2.0,54.0,51.1,48.0,8.2,6.0,75.6,0.0,WoodRo02,0.0,0.0,170.4,2019,,3.8200000000000003,125.93333333333334,41.0,0,394,5998,1055,5.7,24,7,342,397,632,4499,22,17,6.9,222,401,1499,20,3.7,92,118,899,28,35.7,13.0,37.09,174.60000000000002
Robert Woods,LAR,28.0,WR,16.0,16.0,129.0,90.0,69.8,936.0,10.4,6.0,46.0,55.0,56.0,7.3,5.6,58.5,2.0,WoodRo02,0.0,0.0,174.60000000000002,2020,,6.1000000000000005,132.28571428571428,41.0,0,372,6032,1088,5.5,25,11,352,392,590,4014,20,14,6.5,206,473,2018,19,4.3,123,71,655,23,34.2,12.5,57.24,102.1
Robert Woods,LAR,29.0,WR,9.0,9.0,69.0,45.0,65.2,556.0,12.4,4.0,34.0,59.4,28.0,8.1,5.0,61.8,0.0,WoodRo02,0.0,0.0,102.1,2021,,8.585714285714285,137.575,41.0,0,460,6325,1058,6.0,23,5,355,406,607,4642,41,18,7.3,233,420,1683,10,4.0,99,76,637,23,45.9,12.2,161.53,91.2
Robert Woods,TEN,30.0,WR,17.0,15.0,91.0,53.0,58.2,527.0,9.9,2.0,31.0,50.5,41.0,5.8,3.1,31.0,1.0,WoodRo02,0.0,0.0,91.2,2022,,8.8375,133.63333333333333,41.0,0,298,5045,992,5.1,23,12,277,285,456,2914,16,11,5.8,153,487,2131,16,4.4,104,111,956,20,27.9,10.5,-27.22,68.6
Roddy White,ATL,31.0,WR,16.0,15.0,142.0,92.0,64.8,1351.0,14.7,7.0,73.0,58.5,59.0,9.5,5.8,84.4,1.0,WhitRo00,0.0,0.0,223.1,2012,,,,27.0,2,419,5906,1021,5.8,18,4,343,422,615,4509,32,14,7.0,247,378,1397,12,3.7,70,55,415,26,44.0,10.3,-18.12,120.6
Roddy White,ATL,32.0,WR,13.0,13.0,97.0,63.0,64.9,711.0,11.3,3.0,37.0,56.7,39.0,7.3,4.8,54.7,2.0,WhitRo00,0.0,0.0,120.6,2013,,,223.1,27.0,2,353,5490,1024,5.4,28,11,330,445,659,4243,26,17,6.0,227,321,1247,11,3.9,64,91,788,39,34.1,14.5,48.53,174.10000000000002
Roddy White,ATL,33.0,WR,14.0,14.0,125.0,80.0,64.0,921.0,11.5,7.0,55.0,56.0,39.0,7.4,5.7,65.8,3.0,WhitRo00,0.0,0.0,174.10000000000002,2014,,,171.85,27.0,2,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4.0,75,97,840,22,38.9,13.1,61.55,78.1
Romeo Doubs,GNB,22.0,WR,13.0,7.0,67.0,42.0,62.7,425.0,10.1,3.0,20.0,46.3,26.0,6.3,3.2,32.7,2.0,DoubRo00,0.0,0.0,81.5,2022,,,,132.0,8,370,5745,1051,5.5,22,10,334,364,563,3632,27,12,6.1,186,456,2113,12,4.6,116,89,747,32,36.2,11.3,68.9,144.9
Rondale Moore,ARI,21.0,WR,14.0,7.0,64.0,54.0,84.4,435.0,8.1,1.0,18.0,54.7,77.0,6.8,3.9,31.1,3.0,MoorRo02,0.0,0.0,76.5,2021,,,,49.0,7,449,6352,1126,5.6,15,4,367,415,591,4276,27,11,6.8,214,496,2076,23,4.2,127,114,990,26,44.7,7.8,119.94,67.9
Rondale Moore,ARI,22.0,WR,8.0,8.0,56.0,41.0,73.2,414.0,10.1,1.0,16.0,46.4,38.0,7.4,5.1,51.8,0.0,MoorRo02,0.0,0.0,67.9,2022,,1.6000000000000003,76.5,49.0,7,340,5499,1144,4.8,25,8,326,433,664,3626,17,17,5.1,189,434,1873,15,4.3,115,118,916,22,32.1,12.8,-36.27,61.2
Ronnie Hillman,DEN,23.0,RB,8.0,4.0,34.0,21.0,61.8,139.0,6.6,1.0,7.0,32.4,16.0,4.1,2.6,17.4,1.0,HillRo00,0.0,0.0,30.4,2014,,29.4,,67.0,10,482,6446,1067,6.0,20,5,360,399,607,4661,40,15,7.5,227,443,1785,15,4.0,98,120,1045,35,39.9,9.6,140.4,23.1
Roy Helu,WAS,25.0,RB,16.0,0.0,42.0,31.0,73.8,251.0,8.1,0.0,9.0,38.1,28.0,6.0,1.9,15.7,2.0,HeluRo00,0.0,0.0,40.6,2013,,0.2,,105.0,0,334,5915,1107,5.3,34,15,329,355,611,3751,20,19,5.7,198,453,2164,14,4.8,112,99,802,19,27.6,16.6,-42.64,80.7
Rueben Randle,NYG,21.0,WR,16.0,1.0,32.0,19.0,59.4,298.0,15.7,3.0,13.0,53.1,56.0,9.3,1.2,18.6,1.0,RandRu00,0.0,0.0,57.3,2012,,,,63.0,0,429,5687,968,5.9,21,6,327,323,539,3825,26,15,6.8,187,409,1862,18,4.6,103,72,578,37,43.8,11.9,-14.71,117.6
Rueben Randle,NYG,22.0,WR,16.0,3.0,78.0,41.0,52.6,611.0,14.9,6.0,28.0,43.6,37.0,7.8,2.6,38.2,3.0,RandRu00,0.0,0.0,117.6,2013,,,57.3,63.0,0,294,4920,988,5.0,44,15,280,325,567,3588,18,29,5.9,176,381,1332,11,3.5,77,91,786,27,25.5,20.1,-106.96,147.3
Rueben Randle,NYG,23.0,WR,16.0,13.0,127.0,71.0,55.9,938.0,13.2,3.0,48.0,48.0,49.0,7.4,4.4,58.6,0.0,RandRu00,0.0,0.0,147.3,2014,,,87.44999999999999,63.0,0,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,40.61,156.2
Ryan Grant,WAS,27.0,WR,16.0,7.0,65.0,45.0,69.2,573.0,12.7,4.0,29.0,52.3,40.0,8.8,2.8,35.8,0.0,GranRy01,0.0,0.0,103.8,2017,,23.200000000000003,50.3,,0,342,5199,982,5.3,27,14,278,347,540,3751,27,13,6.5,191,401,1448,10,3.6,66,92,733,21,31.9,12.6,-95.51,56.9
Ryan Grant,WAS,27.0,WR,16.0,7.0,65.0,45.0,69.2,573.0,12.7,4.0,29.0,52.3,40.0,8.8,2.8,35.8,0.0,GranRy01,0.0,0.0,103.8,2017,,23.200000000000003,50.3,,0,342,5199,982,5.3,27,14,278,347,540,3751,27,13,6.5,191,401,1448,10,3.6,66,92,733,21,31.9,12.6,-95.51,56.9
Ryan Grant,WAS,27.0,WR,16.0,7.0,65.0,45.0,69.2,573.0,12.7,4.0,29.0,52.3,40.0,8.8,2.8,35.8,0.0,GranRy01,0.0,0.0,103.8,2017,,23.200000000000003,50.3,142.0,7,342,5199,982,5.3,27,14,278,347,540,3751,27,13,6.5,191,401,1448,10,3.6,66,92,733,21,31.9,12.6,-95.51,56.9
Ryan Grant,WAS,27.0,WR,16.0,7.0,65.0,45.0,69.2,573.0,12.7,4.0,29.0,52.3,40.0,8.8,2.8,35.8,0.0,GranRy01,0.0,0.0,103.8,2017,,23.200000000000003,50.3,142.0,7,342,5199,982,5.3,27,14,278,347,540,3751,27,13,6.5,191,401,1448,10,3.6,66,92,733,21,31.9,12.6,-95.51,56.9
Ryan Mathews,SDG,25.0,RB,12.0,9.0,56.0,39.0,69.6,252.0,6.5,0.0,9.0,42.9,24.0,4.5,3.3,21.0,2.0,MathRy00,0.0,0.0,44.7,2012,,,,12.0,14,350,4756,988,4.8,26,11,293,338,528,3295,26,15,5.7,184,411,1461,4,3.6,81,103,796,28,30.6,13.9,-125.47,37.900000000000006
Samaje Perine,CIN,26.0,RB,16.0,0.0,31.0,27.0,87.1,196.0,7.3,1.0,9.0,35.5,23.0,6.3,1.7,12.3,0.0,PeriSa00,0.0,0.0,39.1,2021,,28.800000000000004,35.2,114.0,14,460,6145,1046,5.9,21,7,337,384,555,4403,36,14,7.2,208,436,1742,16,4.0,96,72,620,33,42.6,10.0,118.5,71.7
Samaje Perine,CIN,27.0,RB,16.0,2.0,51.0,38.0,74.5,287.0,7.6,4.0,11.0,41.2,32.0,5.6,2.4,17.9,0.0,PeriSa00,0.0,0.0,71.7,2022,,29.160000000000004,37.150000000000006,114.0,14,418,5768,1053,5.5,18,6,357,418,610,4240,35,12,6.5,221,399,1528,14,3.8,96,81,623,40,41.5,9.7,147.62,70.5
Sammy Watkins,BUF,21.0,WR,16.0,16.0,128.0,65.0,50.8,982.0,15.1,6.0,48.0,46.9,84.0,7.7,4.1,61.4,1.0,WatkSa00,0.0,0.0,166.7,2014,,,,4.0,0,343,5096,1020,5.0,23,10,273,363,579,3614,23,13,5.8,186,402,1482,7,3.7,65,124,1031,22,32.5,11.2,-43.33,188.7
Sammy Watkins,BUF,22.0,WR,13.0,13.0,96.0,60.0,62.5,1047.0,17.5,9.0,41.0,55.2,63.0,10.9,4.6,80.5,0.0,WatkSa00,0.0,0.0,188.7,2015,,-1.2,166.7,4.0,0,379,5775,1016,5.7,19,10,297,295,465,3343,23,9,6.6,155,509,2432,19,4.8,122,143,1249,20,34.9,8.6,37.71,69.0
Sammy Watkins,BUF,23.0,WR,8.0,8.0,52.0,28.0,53.8,430.0,15.4,2.0,20.0,51.9,62.0,8.3,3.5,53.8,0.0,WatkSa00,0.0,0.0,69.0,2016,,-0.5499999999999999,177.7,4.0,0,399,5666,1012,5.6,12,5,328,286,474,3036,17,7,5.8,155,492,2630,29,5.3,146,112,960,27,36.7,6.8,60.85,126.8
Sammy Watkins,LAR,24.0,WR,15.0,14.0,70.0,39.0,55.7,593.0,15.2,8.0,33.0,52.9,67.0,8.5,2.6,39.5,0.0,WatkSa00,0.0,0.0,126.8,2017,,-0.5499999999999999,141.46666666666667,4.0,0,478,5784,1000,5.8,21,14,311,320,518,3831,28,7,7.0,185,454,1953,17,4.3,97,107,922,29,45.3,9.5,-43.18,89.9
Sammy Watkins,KAN,25.0,WR,10.0,9.0,55.0,40.0,72.7,519.0,13.0,3.0,24.0,65.5,50.0,9.4,4.0,51.9,1.0,WatkSa00,0.0,0.0,89.9,2018,,-0.5499999999999999,137.79999999999998,4.0,0,565,6810,996,6.8,18,6,384,385,583,4955,50,12,8.1,239,387,1855,16,4.8,108,137,1152,37,52.6,10.5,298.14,111.3
Sammy Watkins,KAN,26.0,WR,14.0,13.0,90.0,52.0,57.8,673.0,12.9,3.0,30.0,47.8,68.0,7.5,3.7,48.1,2.0,WatkSa00,0.0,0.0,111.3,2019,,0.7000000000000002,128.21999999999997,4.0,0,451,6067,976,6.2,15,10,350,378,576,4498,30,5,7.5,211,375,1569,16,4.2,93,107,1029,46,48.8,7.9,263.38,72.6
Sammy Watkins,KAN,27.0,WR,10.0,9.0,55.0,37.0,67.3,421.0,11.4,2.0,27.0,65.5,37.0,7.7,3.7,42.1,1.0,WatkSa00,0.0,0.0,72.6,2020,,-0.17499999999999988,125.39999999999999,4.0,0,473,6653,1057,6.3,16,9,397,420,630,4854,40,7,7.4,255,403,1799,13,4.5,110,105,919,32,47.9,9.2,280.82,58.900000000000006
Santana Moss,WAS,33.0,WR,16.0,1.0,62.0,41.0,66.1,573.0,14.0,8.0,26.0,50.0,77.0,9.2,2.6,35.8,2.0,MossSa00,0.0,0.0,125.8,2012,,,,16.0,2,436,6131,994,6.2,14,6,341,291,442,3422,24,8,7.2,171,519,2709,22,5.2,144,116,985,26,39.3,7.7,-16.5,78.2
Santonio Holmes,NYJ,28.0,WR,4.0,4.0,41.0,20.0,48.8,272.0,13.6,1.0,15.0,41.5,38.0,6.6,5.0,68.0,1.0,HolmSa00,0.0,0.0,43.2,2012,,,,25.0,2,281,4787,1034,4.6,37,18,299,272,493,2891,14,19,5.4,162,494,1896,12,3.8,102,83,708,35,24.2,17.5,-166.55,63.1
Saquon Barkley,NYG,21.0,RB,16.0,16.0,121.0,91.0,75.2,721.0,7.9,4.0,30.0,38.0,57.0,6.0,5.7,45.1,0.0,BarkSa00,0.0,1.0,141.60000000000002,2018,,,,2.0,10,369,5697,984,5.8,19,7,297,382,583,4047,23,12,6.4,208,354,1650,13,4.7,71,114,951,18,38.4,9.6,70.53,81.80000000000001
Saquon Barkley,NYG,24.0,RB,13.0,13.0,57.0,41.0,71.9,263.0,6.4,2.0,13.0,36.8,54.0,4.6,3.2,20.2,2.0,BarkSa00,0.0,0.0,58.8,2021,,111.46666666666665,111.70000000000002,2.0,10,258,4884,1050,4.7,30,10,299,351,593,3196,15,20,5.1,171,419,1688,8,4.0,90,88,674,38,27.5,15.9,-100.13,62.3
Saquon Barkley,NYG,25.0,RB,16.0,16.0,76.0,57.0,75.0,338.0,5.9,0.0,10.0,38.2,41.0,4.4,3.6,21.1,1.0,BarkSa00,0.0,1.0,62.3,2022,,100.425,94.06666666666668,2.0,10,365,5676,1089,5.2,16,10,352,346,520,3157,17,6,5.5,170,520,2519,21,4.8,150,106,827,32,37.3,7.3,78.05,72.5
Scott Chandler,BUF,27.0,TE,15.0,13.0,74.0,43.0,58.1,571.0,13.3,6.0,36.0,52.7,43.0,7.7,2.9,38.1,2.0,ChanSc00,0.0,0.0,114.6,2012,,,,129.0,6,344,5486,983,5.6,34,17,301,309,511,3269,24,17,6.0,176,442,2217,12,5.0,103,104,871,22,30.0,17.4,-100.38,104.0
Scott Chandler,BUF,28.0,TE,16.0,7.0,81.0,53.0,65.4,655.0,12.4,2.0,26.0,53.1,33.0,8.1,3.3,40.9,1.0,ChanSc00,0.0,0.0,104.0,2013,,,114.6,129.0,6,339,5410,1116,4.8,27,12,301,299,522,3103,16,15,5.4,149,546,2307,15,4.2,113,110,954,39,29.9,12.1,-59.11,91.2
Scott Chandler,BUF,29.0,TE,16.0,5.0,70.0,47.0,67.1,497.0,10.6,3.0,28.0,52.9,37.0,7.1,2.9,31.1,0.0,ChanSc00,0.0,0.0,91.2,2014,,,109.3,129.0,6,343,5096,1020,5.0,23,10,273,363,579,3614,23,13,5.8,186,402,1482,7,3.7,65,124,1031,22,32.5,11.2,-43.33,61.400000000000006
Shane Vereen,NWE,24.0,RB,8.0,1.0,69.0,47.0,68.1,427.0,9.1,3.0,25.0,52.2,50.0,6.2,5.9,53.4,1.0,VereSh00,0.0,0.0,84.2,2013,,41.1,,56.0,14,444,6152,1138,5.4,20,9,378,380,628,4087,25,11,6.1,225,470,2065,19,4.4,110,69,625,43,40.8,10.0,100.43,88.7
Shane Vereen,NWE,25.0,RB,16.0,6.0,77.0,52.0,67.5,447.0,8.6,3.0,24.0,41.6,49.0,5.8,3.3,27.9,0.0,VereSh00,0.0,0.0,88.7,2014,,32.95,84.2,56.0,14,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,181.12,102.9
Skyy Moore,KAN,22.0,WR,16.0,3.0,33.0,22.0,66.7,250.0,11.4,0.0,13.0,63.6,30.0,7.6,1.4,15.6,3.0,MoorSk01,0.0,0.0,36.0,2022,,,,54.0,7,496,7032,1094,6.4,23,11,408,435,651,5062,41,12,7.5,272,417,1970,18,4.7,105,87,838,31,46.4,10.1,281.0,40.900000000000006
Stedman Bailey,STL,23.0,WR,16.0,2.0,25.0,17.0,68.0,226.0,13.3,0.0,10.0,52.0,28.0,9.0,1.1,14.1,0.0,BailSt01,0.0,0.0,31.1,2013,,,,92.0,3,348,4877,968,5.0,21,10,282,301,506,3125,22,11,5.8,165,426,1752,10,4.1,82,123,1009,35,31.5,11.4,-11.2,64.5
Stefon Diggs,MIN,22.0,WR,13.0,9.0,84.0,52.0,61.9,720.0,13.8,4.0,30.0,46.4,40.0,8.6,4.0,55.4,2.0,DiggSt00,0.0,0.0,122.0,2015,,,,146.0,7,365,5139,973,5.3,17,8,297,294,454,2928,14,9,5.9,153,474,2211,18,4.7,113,88,797,31,38.4,9.3,29.39,150.3
Stefon Diggs,MIN,23.0,WR,13.0,11.0,112.0,84.0,75.0,903.0,10.8,3.0,48.0,63.4,46.0,8.1,6.5,69.5,0.0,DiggSt00,0.0,0.0,150.3,2016,,-2.7,122.0,146.0,7,327,5041,1006,5.0,16,11,303,414,588,3836,20,5,6.1,209,380,1205,9,3.2,66,103,882,28,32.8,7.5,-60.91,164.9
Stefon Diggs,MIN,24.0,WR,14.0,14.0,95.0,64.0,67.4,849.0,13.3,8.0,42.0,58.9,59.0,8.9,4.6,60.6,0.0,DiggSt00,0.0,0.0,164.9,2017,,-0.8500000000000001,136.15,146.0,7,382,5710,1055,5.4,14,6,334,357,527,3753,25,8,6.8,196,501,1957,15,3.9,100,100,949,38,38.9,7.6,-54.08,207.1
Stefon Diggs,MIN,25.0,WR,15.0,14.0,149.0,102.0,68.5,1021.0,10.0,9.0,49.0,48.3,75.0,6.9,6.8,68.1,0.0,DiggSt00,0.0,0.0,207.1,2018,,-0.1333333333333334,145.73333333333335,146.0,7,360,5529,1003,5.5,20,10,310,425,606,4036,30,10,6.2,218,357,1493,9,4.2,66,92,779,26,32.4,10.6,7.47,180.5
Stefon Diggs,MIN,26.0,WR,15.0,15.0,94.0,63.0,67.0,1130.0,17.9,6.0,41.0,58.5,66.0,12.0,4.2,75.3,4.0,DiggSt00,0.0,0.0,180.5,2019,,1.45,161.07500000000002,146.0,7,407,5656,970,5.8,20,12,314,319,466,3523,26,8,7.1,171,476,2133,19,4.5,106,96,895,37,41.6,10.4,98.01,265.0
Stefon Diggs,BUF,27.0,WR,16.0,15.0,166.0,127.0,76.5,1535.0,12.1,8.0,73.0,65.1,55.0,9.2,7.9,95.9,0.0,DiggSt00,1.0,1.0,265.0,2020,0.0,0.78,164.96,146.0,7,501,6343,1034,6.1,22,11,397,410,596,4620,40,11,7.4,240,411,1723,16,4.2,119,102,941,38,49.4,11.8,228.66,234.0
Stefon Diggs,BUF,28.0,WR,17.0,17.0,164.0,103.0,62.8,1225.0,11.9,10.0,66.0,54.9,61.0,7.5,6.1,72.1,1.0,DiggSt00,0.0,1.0,234.0,2021,0.0,0.6666666666666666,181.63333333333335,146.0,7,483,6493,1143,5.7,22,6,398,415,655,4284,36,16,6.3,236,461,2209,20,4.8,134,113,980,28,45.2,11.3,216.68,262.9
Stefon Diggs,BUF,29.0,WR,16.0,16.0,154.0,108.0,70.1,1429.0,13.2,11.0,74.0,64.3,53.0,9.3,6.8,89.3,1.0,DiggSt00,0.0,1.0,262.9,2022,0.0,0.6666666666666666,189.11428571428573,146.0,7,455,6361,1037,6.1,27,13,367,361,574,4129,35,14,6.8,212,430,2232,15,5.2,128,92,709,27,45.0,15.2,157.46,219.8
Stephen Hill,NYJ,21.0,WR,11.0,8.0,47.0,21.0,44.7,252.0,12.0,3.0,17.0,42.6,33.0,5.4,1.9,22.9,0.0,HillSt00,0.0,0.0,53.7,2012,,,,43.0,0,281,4787,1034,4.6,37,18,299,272,493,2891,14,19,5.4,162,494,1896,12,3.8,102,83,708,35,24.2,17.5,-166.55,52.2
Sterling Shepard,NYG,23.0,WR,16.0,16.0,105.0,65.0,61.9,683.0,10.5,8.0,42.0,49.5,32.0,6.5,4.1,42.7,0.0,ShepSt00,0.0,0.0,148.8,2016,,,,40.0,3,310,5291,1018,5.2,27,11,289,377,598,3879,26,16,6.3,190,398,1412,6,3.5,73,88,857,26,27.5,13.0,-74.19,114.6
Sterling Shepard,NYG,24.0,WR,11.0,10.0,84.0,59.0,70.2,731.0,12.4,2.0,36.0,57.1,77.0,8.7,5.4,66.5,1.0,ShepSt00,0.0,0.0,114.6,2017,,3.1,148.8,40.0,3,246,5028,1036,4.9,22,8,271,373,608,3479,20,14,5.4,178,394,1549,6,3.9,66,91,895,27,22.7,11.3,-167.56,144.2
Sterling Shepard,NYG,25.0,WR,16.0,16.0,107.0,66.0,61.7,872.0,13.2,4.0,47.0,51.4,58.0,8.1,4.1,54.5,1.0,ShepSt00,0.0,0.0,144.2,2018,,0.75,131.7,40.0,3,369,5697,984,5.8,19,7,297,382,583,4047,23,12,6.4,208,354,1650,13,4.7,71,114,951,18,38.4,9.6,70.53,104.1
Sterling Shepard,NYG,26.0,WR,10.0,10.0,83.0,57.0,68.7,576.0,10.1,3.0,29.0,59.0,36.0,6.9,5.7,57.6,0.0,ShepSt00,0.0,0.0,104.1,2019,,0.9333333333333336,135.86666666666665,40.0,3,341,5416,1012,5.4,33,16,311,376,607,3731,30,17,5.7,187,362,1685,11,4.7,89,90,784,35,28.6,17.8,-10.3,116.6
Sterling Shepard,NYG,27.0,WR,12.0,12.0,90.0,66.0,73.3,656.0,9.9,3.0,37.0,60.0,29.0,7.3,5.5,54.7,0.0,ShepSt00,0.0,0.0,116.6,2020,,2.5,127.92499999999998,40.0,3,280,4794,966,5.0,22,11,297,321,517,3026,12,11,5.3,178,399,1768,13,4.4,91,81,634,28,33.5,12.6,-26.79,60.6
Steven Jackson,STL,29.0,RB,16.0,16.0,53.0,38.0,71.7,321.0,8.4,0.0,13.0,49.1,22.0,6.1,2.4,20.1,0.0,JackSt00,0.0,0.0,51.1,2012,,,,24.0,13,299,5264,1002,5.3,22,8,287,332,557,3550,22,14,6.0,189,410,1714,5,4.2,79,130,978,19,27.5,11.0,-136.28,41.6
Steven Jackson,ATL,30.0,RB,12.0,12.0,49.0,33.0,67.3,191.0,5.8,1.0,11.0,26.5,25.0,3.9,2.8,15.9,0.0,JackSt00,0.0,0.0,41.6,2013,,128.5,51.1,24.0,13,353,5490,1024,5.4,28,11,330,445,659,4243,26,17,6.0,227,321,1247,11,3.9,64,91,788,39,34.1,14.5,48.53,24.8
Stevie Johnson,BUF,26.0,WR,16.0,16.0,148.0,79.0,53.4,1046.0,13.2,6.0,52.0,47.3,63.0,7.1,4.9,65.4,1.0,JohnSt00,0.0,0.0,180.10000000000002,2012,,,,,4,344,5486,983,5.6,34,17,301,309,511,3269,24,17,6.0,176,442,2217,12,5.0,103,104,871,22,30.0,17.4,-100.38,103.7
Stevie Johnson,BUF,27.0,WR,12.0,12.0,101.0,52.0,51.5,597.0,11.5,3.0,33.0,41.6,45.0,5.9,4.3,49.8,1.0,JohnSt00,0.0,0.0,103.7,2013,,,180.10000000000002,,4,339,5410,1116,4.8,27,12,301,299,522,3103,16,15,5.4,149,546,2307,15,4.2,113,110,954,39,29.9,12.1,-59.11,79.0
Stevie Johnson,SFO,28.0,WR,13.0,1.0,50.0,35.0,70.0,435.0,12.4,3.0,24.0,62.0,32.0,8.7,2.7,33.5,0.0,JohnSt00,0.0,0.0,79.0,2014,,-1.0,141.9,,4,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,30.9,11.8,13.79,90.2
T.J. Graham,BUF,23.0,TE,15.0,11.0,58.0,31.0,53.4,322.0,10.4,1.0,15.0,37.9,51.0,5.6,2.1,21.5,0.0,GrahT.00,0.0,0.0,53.7,2012,,,,69.0,7,344,5486,983,5.6,34,17,301,309,511,3269,24,17,6.0,176,442,2217,12,5.0,103,104,871,22,30.0,17.4,-100.38,59.6
T.J. Hockenson,DET,22.0,TE,12.0,7.0,59.0,32.0,54.2,367.0,11.5,2.0,19.0,45.8,39.0,6.2,2.7,30.6,0.0,HockTJ00,0.0,0.0,64.7,2019,,,,8.0,6,341,5549,1021,5.4,23,8,313,344,571,3900,28,15,6.4,196,407,1649,7,4.1,82,113,937,35,33.3,12.0,31.07,141.8
T.J. Hockenson,DET,23.0,TE,16.0,16.0,101.0,67.0,66.3,723.0,10.8,6.0,40.0,53.5,51.0,7.2,4.2,45.2,1.0,HockTJ00,0.0,1.0,141.8,2020,,,64.7,8.0,6,377,5603,991,5.7,21,8,350,374,582,4104,27,13,6.6,220,367,1499,17,4.1,93,95,860,37,38.5,11.2,94.78,112.8
T.J. Jones,DET,25.0,WR,14.0,6.0,49.0,30.0,61.2,399.0,13.3,1.0,22.0,53.1,34.0,8.1,2.1,28.5,1.0,JoneT.00,0.0,0.0,60.900000000000006,2017,,-4.3,,189.0,7,410,5404,980,5.5,22,11,296,374,570,4183,29,11,6.8,210,363,1221,10,3.4,58,104,968,28,37.3,11.9,-93.68,40.5
T.J. Yeldon,JAX,22.0,RB,12.0,12.0,46.0,36.0,78.3,279.0,7.8,1.0,15.0,50.0,67.0,6.1,3.0,23.3,0.0,YeldT.00,0.0,0.0,51.900000000000006,2015,,,,36.0,14,376,5581,1012,5.5,28,10,313,355,607,4108,35,18,6.2,215,354,1473,5,4.2,69,105,880,29,34.2,14.0,-28.13,62.2
T.J. Yeldon,JAX,23.0,RB,15.0,13.0,68.0,50.0,73.5,312.0,6.2,1.0,16.0,38.2,17.0,4.6,3.3,20.8,2.0,YeldT.00,0.0,0.0,62.2,2016,,86.0,51.900000000000006,36.0,14,318,5359,1052,5.1,29,13,321,369,626,3728,24,16,5.6,207,392,1631,8,4.2,75,129,1187,39,31.4,13.6,-67.5,37.400000000000006
T.J. Yeldon,JAX,24.0,RB,10.0,0.0,41.0,30.0,73.2,224.0,7.5,0.0,14.0,43.9,20.0,5.5,3.0,22.4,2.0,YeldT.00,0.0,0.0,37.400000000000006,2017,,67.25,57.050000000000004,36.0,14,417,5855,1078,5.4,23,10,332,316,527,3593,21,13,6.5,193,527,2262,18,4.3,101,112,936,38,34.7,11.1,-36.01,100.2
T.Y. Hilton,IND,23.0,WR,15.0,1.0,90.0,50.0,55.6,861.0,17.2,7.0,30.0,48.9,61.0,9.6,3.3,57.4,1.0,HiltT.00,0.0,0.0,153.10000000000002,2012,,,,92.0,2,357,5799,1109,5.2,27,9,360,339,628,4128,23,18,6.2,208,440,1671,11,3.8,110,94,801,42,33.3,13.9,-73.11,179.3
T.Y. Hilton,IND,24.0,WR,16.0,10.0,139.0,82.0,59.0,1083.0,13.2,5.0,46.0,48.2,73.0,7.8,5.1,67.7,1.0,HiltT.00,0.0,0.0,179.3,2013,0.0,0.9000000000000004,153.10000000000002,92.0,2,391,5468,1023,5.3,14,4,318,350,582,3725,23,10,6.1,191,409,1743,15,4.3,88,66,576,39,38.8,6.9,98.0,217.5
T.Y. Hilton,IND,25.0,WR,15.0,15.0,131.0,82.0,62.6,1345.0,16.4,7.0,64.0,56.5,73.0,10.3,5.5,89.7,3.0,HiltT.00,0.0,1.0,217.5,2014,0.0,-0.24999999999999978,166.20000000000002,92.0,2,458,6506,1105,5.9,31,15,371,410,661,4894,42,16,7.1,251,415,1612,9,3.9,80,105,848,40,39.5,14.6,83.73,176.9
T.Y. Hilton,IND,26.0,WR,16.0,15.0,134.0,69.0,51.5,1124.0,16.3,5.0,50.0,45.5,87.0,8.4,4.3,70.3,1.0,HiltT.00,0.0,1.0,176.9,2015,0.0,-1.5,183.30000000000004,92.0,2,333,5142,1052,4.9,30,11,311,355,619,3704,26,19,5.6,195,396,1438,6,3.6,77,108,931,39,29.4,14.4,-51.38,226.3
