Player,Position,Age,AP1,PB,St,wAV,DrAV,Games,Cmp,Pass_Att,Pass_Yds,Pass_TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Tackles,Int,Sk
Benjamin St-Juste,DB,23,0,0,1,5,5,21,0,0,0,0,0,0,0,0,0,0,0,54,,2
Kendrick Green,OL,22,0,0,1,5,5,15,0,0,0,0,0,0,0,0,0,0,0,1,,
Monty Rice,LB,22,0,0,0,5,5,23,0,0,0,0,0,0,0,0,0,0,0,56,,
Derrick Barnes,DE,22,0,0,0,5,5,32,0,0,0,0,0,0,0,0,0,0,0,69,,3
Tony Fields,LB,22,0,0,0,5,5,27,0,0,0,0,0,0,0,0,0,0,0,31,1,
Darrick Forrest,S,22,0,0,1,5,5,25,0,0,0,0,0,0,0,0,0,0,0,60,4,
Brandin Echols,CB,23,0,0,1,5,5,27,0,0,0,0,0,0,0,0,0,0,0,56,2,
Ben Skowronek,WR,24,0,0,1,5,5,28,0,0,0,0,0,1,17,1,50,509,0,7,,
Mekhi Becton,T,21,0,0,1,5,5,15,0,0,0,0,0,0,0,0,0,0,0,,,
Jeff Gladney,CB,23,0,0,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,63,,
KJ Hamler,WR,21,0,0,0,5,5,23,0,0,0,0,0,11,63,0,42,620,3,,,
Denzel Mims,WR,22,0,0,1,5,5,30,0,0,0,0,0,0,0,0,42,676,0,,,
Josh Uche,LB,21,0,0,0,5,5,36,0,0,0,0,0,0,0,0,0,0,0,40,,15.5
Terrell Lewis,LB,22,0,0,0,5,5,30,0,0,0,0,0,0,0,0,0,0,0,27,1,6
Jacob Phillips,LB,21,0,0,0,5,5,20,0,0,0,0,0,0,0,0,0,0,0,57,,3
Akeem Davis-Gaither,LB,22,0,0,0,5,5,41,0,0,0,0,0,0,0,0,0,0,0,71,1,0.5
Albert Okwuegbunam,TE,22,0,0,0,5,5,26,0,0,0,0,0,0,0,0,54,546,4,,,
James Lynch,DT,21,0,0,0,5,5,37,0,0,0,0,0,0,0,0,0,0,0,31,,2
Troy Dye,LB,23,0,0,1,5,5,45,0,0,0,0,0,0,0,0,0,0,0,33,,
Ben Bredeson,G,22,0,0,0,5,1,29,0,0,0,0,0,0,0,0,0,0,0,,,
Danny Pinter,G,24,0,0,0,5,5,46,0,0,0,0,0,0,0,0,1,2,1,1,,
Tyler Johnson,WR,22,0,0,0,5,5,33,0,0,0,0,0,0,0,0,48,529,2,1,,
Quintez Cephus,WR,22,0,0,0,5,5,22,0,0,0,0,0,0,0,0,37,568,4,4,,
Michael Danna,DE,22,0,0,0,5,5,43,0,0,0,0,0,0,0,0,0,0,0,36,,10.5
Alohi Gilman,S,22,0,0,0,5,5,43,0,0,0,0,0,0,0,0,0,0,0,68,2,
Freddie Swain,WR,22,0,0,0,5,5,37,0,0,0,0,0,5,32,0,42,576,6,2,,
Chris Claybrooks,CB,23,0,0,0,5,5,46,0,0,0,0,0,0,0,0,0,0,0,60,,
Trysten Hill,DT,21,0,0,0,5,5,31,0,0,0,0,0,0,0,0,0,0,0,27,,1.5
Khalen Saunders,DT,23,0,0,0,5,5,38,0,0,0,0,0,0,0,0,0,0,0,40,,4.5
Austin Bryant,DE,22,0,0,0,5,5,33,0,0,0,0,0,0,0,0,0,0,0,42,,4.5
Jaquan Johnson,CB,23,0,0,0,5,5,60,1,1,13,0,0,0,0,0,0,0,0,34,2,
Duke Shelley,CB,22,0,0,0,5,3,41,0,0,0,0,0,0,0,0,0,0,0,62,1,
Jimmy Moreland,CB,24,0,0,0,5,5,37,0,0,0,0,0,0,0,0,0,0,0,65,1,0.5
Olabisi Johnson,WR,22,0,0,0,5,5,32,0,0,0,0,0,1,6,0,45,483,3,,,
Kemoko Turay,OLB,23,0,0,0,5,5,41,0,0,0,0,0,0,0,0,0,0,0,23,,12
Chad Thomas,DE,22,0,0,0,5,5,20,0,0,0,0,0,0,0,0,0,0,0,17,,4
Mason Rudolph,QB,23,0,0,1,5,5,17,236,384,2366,16,11,33,89,0,0,0,0,,,
Dorian O'Daniel,OLB,24,0,0,0,5,5,58,0,0,0,0,0,0,0,0,0,0,0,37,,1
Antonio Callaway,WR,21,0,0,1,5,5,25,0,0,0,0,0,2,7,0,53,695,5,,,
Joel Iyiegbuniwe,LB,22,0,0,0,5,4,65,0,0,0,0,0,0,0,0,0,0,0,26,,
Justin Watson,WR,22,0,0,0,5,2,57,0,0,0,0,0,0,0,0,38,573,4,16,,1
Davontae Harris,CB,23,0,0,0,5,0,42,0,0,0,0,0,0,0,0,0,0,0,53,,
Siran Neal,CB,24,0,0,0,5,5,80,0,0,0,0,0,0,0,0,1,13,0,76,,1
Mike White,QB,23,0,0,0,5,,8,191,307,2145,8,12,11,8,1,0,0,0,,,
Auden Tate,WR,21,0,0,1,5,5,35,0,0,0,0,0,0,0,0,61,799,2,,,
Teez Tabor,CB,21,0,0,0,5,3,38,0,0,0,0,0,0,0,0,0,0,0,47,,
Eddie Vanderdoes,DT,22,0,0,1,5,5,19,0,0,0,0,0,0,0,0,0,0,0,18,,
Lano Hill,S,21,0,0,0,5,5,42,0,0,0,0,0,0,0,0,0,0,0,41,,
Kendell Beckwith,ILB,22,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,0,0,60,,1
Vince Biegel,LB,24,0,0,1,5,1,43,0,0,0,0,0,0,0,0,0,0,0,42,1,2.5
Sean Harlow,G,22,0,0,0,5,0,33,0,0,0,0,0,0,0,0,0,0,0,,,
Will Holden,T,23,0,0,0,5,3,27,0,0,0,0,0,0,0,0,0,0,0,,,
Roderick Johnson,T,21,0,0,0,5,,29,0,0,0,0,0,0,0,0,0,0,0,,,
Jeremy McNichols,RB,21,0,0,0,5,,34,0,0,0,0,0,90,364,1,40,295,1,1,,
Vincent Taylor,DT,23,0,0,0,5,2,40,0,0,0,0,0,0,0,0,0,0,0,42,,2
Corey Levin,OL,23,0,0,0,5,5,45,0,0,0,0,0,0,0,0,0,0,0,1,,
Isaiah Ford,WR,21,0,0,0,5,5,32,0,0,0,0,0,1,11,0,63,681,2,1,,
Joshua Garnett,G,22,0,0,1,5,5,25,0,0,0,0,0,0,0,0,0,0,0,,,
Noah Spence,DE,22,0,0,0,5,5,43,0,0,0,0,0,0,0,0,0,0,0,28,,7.5
Su'a Cravens,OLB,21,0,0,0,5,4,16,0,0,0,0,0,0,0,0,0,0,0,35,1,1
Shilique Calhoun,DE,24,0,0,0,5,2,51,0,0,0,0,0,0,0,0,0,0,0,37,,2.5
C.J. Prosise,RB,22,0,0,0,5,5,35,0,0,0,0,0,75,283,2,41,411,1,,,
Cody Kessler,QB,23,0,0,1,5,3,17,224,349,2215,8,5,31,140,0,0,0,0,,,
Kenneth Dixon,RB,22,0,0,0,5,5,18,0,0,0,0,0,148,715,4,36,213,1,,,
Paul Perkins,RB,21,0,0,0,5,5,29,0,0,0,0,0,165,575,0,24,217,0,5,,
Jonathan Williams,RB,22,0,0,0,5,1,46,0,1,0,0,0,134,565,3,22,149,0,4,,
Drew Kaser,P,23,0,0,0,5,5,36,0,0,0,0,0,1,0,0,0,0,0,1,,
Kevon Seymour,CB,22,0,0,0,5,1,56,0,0,0,0,0,0,0,0,0,0,0,64,,1
Hau'oli Kikaha,OLB,23,0,0,1,5,5,27,0,0,0,0,0,0,0,0,0,0,0,39,,8
Jeff Heuerman,TE,22,0,0,3,5,5,51,0,0,0,0,0,0,0,0,63,678,5,,,
Blake Bell,TE,24,0,0,1,5,2,100,0,0,0,0,0,5,12,0,60,641,1,7,,
Brett Hundley,QB,22,0,0,1,5,5,18,199,337,1902,9,13,46,309,2,1,10,0,,,
Cameron Artis-Payne,RB,25,0,0,0,5,5,32,0,0,0,0,0,118,491,5,10,86,0,2,,
Christian Ringo,DE,23,0,0,0,5,1,36,0,0,0,0,0,0,0,0,0,0,0,22,,1.5
Mark Nzeocha,OLB,25,0,0,0,5,0,56,0,0,0,0,0,0,0,0,0,0,0,33,1,1
Brian Mihalik,DE,23,0,0,0,5,,20,0,0,0,0,0,0,0,0,1,-4,0,1,,
Jay Bromley,DT,22,0,0,0,5,5,57,0,0,0,0,0,0,0,0,0,0,0,50,,2
Chris Watt,G,24,0,0,0,5,5,17,0,0,0,0,0,0,0,0,0,0,0,,,
Jaylen Watkins,DB,22,0,0,0,5,3,53,0,0,0,0,0,0,0,0,0,0,0,75,,
Ed Stinson,DE,24,0,0,0,5,5,33,0,0,0,0,0,0,0,0,0,0,0,22,,1
Terrence Fede,DE,22,0,0,0,5,5,51,0,0,0,0,0,0,0,0,0,0,0,34,,1
Damontre Moore,DE,20,0,0,0,5,4,66,0,0,0,0,0,0,0,0,0,0,0,69,,11
Matt Barkley,QB,22,0,0,1,5,1,19,212,363,2699,11,22,23,-12,0,1,2,1,,,
Shamarko Thomas,DB,22,0,0,0,5,4,66,0,0,0,0,0,0,0,0,0,0,0,57,,
Malliciah Goodman,DE,23,0,0,1,5,5,37,0,0,0,0,0,0,0,0,0,0,0,12,,
Tourek Williams,DE,22,0,0,0,5,5,44,0,0,0,0,0,0,0,0,0,0,0,40,,2
Cornelius Washington,LB,23,0,0,0,5,3,46,0,0,0,0,0,0,0,0,0,0,0,36,,5.5
Armonty Bryant,DE,23,0,0,0,5,4,36,0,0,0,0,0,0,0,0,0,0,0,45,,11.5
T.J. Johnson,C,23,0,0,0,5,5,45,0,0,0,0,0,0,0,0,0,0,0,,,
Jahan Dotson,WR,22,0,0,1,4,4,12,0,0,0,0,0,2,-7,0,35,523,7,2,,
Treylon Burks,WR,22,0,0,0,4,4,11,0,0,0,0,0,4,47,0,33,444,1,,,
Breece Hall,RB,21,0,0,0,4,4,7,0,0,0,0,0,80,463,4,19,218,1,1,,
Kyler Gordon,CB,22,0,0,1,4,4,14,0,0,0,0,0,0,0,0,0,0,0,55,3,
Jaquan Brisker,SAF,23,0,0,1,4,4,15,0,0,0,0,0,0,0,0,0,0,0,73,1,4
Alontae Taylor,DB,23,0,0,1,4,4,13,0,0,0,0,0,0,0,0,0,0,0,39,,
Alec Pierce,WR,22,0,0,1,4,4,16,0,0,0,0,0,0,0,0,41,593,2,,,
Cam Taylor-Britt,CB,22,0,0,1,4,4,10,0,0,0,0,0,0,0,0,0,0,0,41,,
Rachaad White,RB,23,0,0,0,4,4,17,0,0,0,0,0,129,481,1,50,290,2,4,,
Leo Chenal,LB,21,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,19,,1
Damarri Mathis,DB,23,0,0,1,4,4,16,0,0,0,0,0,0,0,0,0,0,0,54,,
Romeo Doubs,WR,22,0,0,0,4,4,13,0,0,0,0,0,1,11,0,42,425,3,,,
Jake Camarda,P,23,0,0,1,4,4,17,0,0,0,0,0,0,0,0,0,0,0,5,,
Isaiah Likely,TE,22,0,0,0,4,4,16,0,0,0,0,0,0,0,0,36,373,3,1,,
Chigoziem Okonkwo,TE,22,0,0,0,4,4,17,0,0,0,0,0,3,2,0,32,450,3,5,,
Micah McFadden,LB,22,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,36,,2
DaRon Bland,DB,23,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,38,5,
Kingsley Enagbare,DE,22,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,18,,3
Rodney Thomas II,LB,24,0,0,1,4,4,17,0,0,0,0,0,0,0,0,0,0,0,34,4,
Trey Lance,QB,21,0,0,0,4,4,8,56,102,797,5,3,54,235,1,0,0,0,1,,
Walker Little,T,22,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,,,
Jackson Carman,T,21,0,0,0,4,4,20,0,0,0,0,0,0,0,0,0,0,0,,,
Dayo Odeyingbo,DL,21,0,0,0,4,4,27,0,0,0,0,0,0,0,0,0,0,0,23,,5.5
Darren Hall,CB,21,0,0,1,4,4,31,0,0,0,0,0,0,0,0,0,0,0,50,,1
James Hudson,OL,22,0,0,0,4,4,29,0,0,0,0,0,0,0,0,0,0,0,,,
Rashad Weaver,DL,23,0,0,0,4,4,18,0,0,0,0,0,0,0,0,0,0,0,18,,5.5
Jaylon Moore,T,23,0,0,0,4,4,24,0,0,0,0,0,0,0,0,0,0,0,,,
Isaiahh Loudermilk,DE,23,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,20,,1
Keith Taylor,DB,22,0,0,0,4,4,34,0,0,0,0,0,0,0,0,0,0,0,55,,
Garret Wallow,LB,22,0,0,0,4,4,30,0,0,0,0,0,0,0,0,0,0,0,21,,1
Shi Smith,WR,22,0,0,0,4,4,23,0,0,0,0,0,1,-3,0,28,400,2,4,,
Noah Igbinoghene,CB,20,0,0,0,4,4,32,0,0,0,0,0,0,0,0,0,0,0,25,1,
Ross Blacklock,DT,22,0,0,0,4,3,40,0,0,0,0,0,0,0,0,0,0,0,26,,3
Michael Ojemudia,CB,22,0,0,0,4,4,22,0,0,0,0,0,0,0,0,0,0,0,63,,
Matt Peart,T,23,0,0,0,4,4,35,0,0,0,0,0,0,0,0,0,0,0,,,
Saahdiq Charles,T,21,0,0,0,4,4,24,0,0,0,0,0,0,0,0,0,0,0,,,
K'Von Wallace,S,23,0,0,0,4,4,45,0,0,0,0,0,0,0,0,0,0,0,48,,
Amik Robertson,CB,22,0,0,0,4,4,35,0,0,0,0,0,0,0,0,0,0,0,46,2,1
Khaleke Hudson,LB,22,0,0,0,4,4,41,0,0,0,0,0,0,0,0,0,0,0,16,,
Larrell Murchison,DT,23,0,0,0,4,4,29,0,0,0,0,0,0,0,0,0,0,0,11,,2
Kamal Martin,LB,22,0,0,0,4,3,16,0,0,0,0,0,0,0,0,0,0,0,19,,1
Justin Strnad,LB,24,0,0,0,4,4,33,0,0,0,0,0,0,0,0,0,0,0,27,,
Josh Metellus,S,22,0,0,0,4,4,48,0,0,0,0,0,0,0,0,0,0,0,48,1,
Carter Coughlin,LB,23,0,0,0,4,4,38,0,0,0,0,0,0,0,0,0,0,0,22,,1
Eno Benjamin,RB,21,0,0,0,4,4,24,0,0,0,0,0,111,431,3,31,235,0,1,,
Dwayne Haskins,QB,22,0,0,0,4,4,16,267,444,2804,12,14,40,147,1,0,0,0,,,
Ben Banogu,LB,23,0,0,0,4,4,50,0,0,0,0,0,0,0,0,0,0,0,13,,2.5
Drew Sample,TE,23,0,0,1,4,4,44,0,0,0,0,0,0,0,0,58,458,1,1,,
Andy Isabella,WR,22,0,0,0,4,4,41,0,0,0,0,0,6,10,0,33,447,3,3,,
Yodny Cajuste,T,23,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,1,,
Sheldrick Redwine,S,22,0,0,0,4,4,33,0,0,0,0,0,0,0,0,0,0,0,52,1,0.5
Jarrett Stidham,QB,23,0,0,0,4,1,13,77,131,926,6,7,23,89,0,0,0,0,2,,
Deionte Thompson,S,22,0,0,0,4,4,44,0,0,0,0,0,0,0,0,0,0,0,37,,
Ryan Connelly,LB,23,0,0,0,4,2,31,0,0,0,0,0,0,0,0,0,0,0,19,2,1
Austin Seibert,K,22,0,0,0,4,3,30,0,0,0,0,0,0,0,0,0,0,0,,,
KeeSean Johnson,WR,22,0,0,0,4,4,18,0,0,0,0,0,1,3,0,36,360,1,,,
Travis Fulgham,WR,23,0,0,1,4,0,17,0,0,0,0,0,0,0,0,38,539,4,,,
Isaiah Prince,T,22,0,0,0,4,1,19,0,0,0,0,0,0,0,0,0,0,0,,,
Darryl Johnson,DE,22,0,0,0,4,3,38,0,0,0,0,0,0,0,0,0,0,0,23,,2
Ty Summers,LB,23,0,0,0,4,4,52,0,0,0,0,0,0,0,0,0,0,0,41,,
Michael Dogbe,DE,23,0,0,0,4,4,40,0,0,0,0,0,0,0,0,0,0,0,32,,2
Deadrin Senat,DT,24,0,0,0,4,3,34,0,0,0,0,0,0,0,0,0,0,0,27,,1
Will Richardson,T,22,0,0,0,4,4,44,0,0,0,0,0,0,0,0,0,0,0,,,
Shaquem Griffin,OLB,23,0,0,0,4,4,46,0,0,0,0,0,0,0,0,0,0,0,17,,1
Dane Cruikshank,CB,23,0,0,0,4,4,52,0,0,0,0,0,0,0,0,1,66,1,46,1,
Damion Ratley,WR,23,0,0,0,4,3,31,0,0,0,0,0,0,0,0,29,407,1,1,,
Colby Gossett,G,23,0,0,0,4,,36,0,0,0,0,0,0,0,0,0,0,0,,,
Andre Smith,ILB,21,0,0,0,4,1,51,0,0,0,0,0,0,0,0,0,0,0,22,,
Korey Cunningham,T,23,0,0,0,4,2,31,0,0,0,0,0,0,0,0,0,0,0,,,
Adam Shaheen,TE,22,0,0,1,4,2,55,0,0,0,0,0,0,0,0,50,509,7,1,,
Quincy Wilson,CB,21,0,0,0,4,4,33,0,0,0,0,0,0,0,0,0,0,0,49,2,
Derek Rivers,DE,23,0,0,0,4,2,24,0,0,0,0,0,0,0,0,0,0,0,11,,3.5
Cordrea Tankersley,CB,23,0,0,1,4,4,19,0,0,0,0,0,0,0,0,0,0,0,28,,
David Sharpe,T,21,0,0,0,4,3,37,0,0,0,0,0,0,0,0,0,0,0,,,
Avery Moss,DE,22,0,0,1,4,2,22,0,0,0,0,0,0,0,0,0,0,0,22,,
Danny Isidora,G,23,0,0,0,4,3,31,0,0,0,0,0,0,0,0,0,0,0,,,
Tanzel Smart,DT,22,0,0,0,4,4,37,0,0,0,0,0,0,0,0,0,0,0,15,,
Josh Harvey-Clemons,S,23,0,0,0,4,4,35,0,0,0,0,0,0,0,0,0,0,0,29,,1.5
Pat O'Connor,DE,23,0,0,0,4,,57,0,0,0,0,0,0,0,0,0,0,0,12,,1.5
Cyrus Jones,CB,22,0,0,0,4,1,31,0,0,0,0,0,0,0,0,0,0,0,11,,
Brandon Williams,CB,23,0,0,0,4,4,51,0,0,0,0,0,0,0,0,0,0,0,33,,
Rees Odhiambo,G,23,0,0,0,4,4,16,0,0,0,0,0,0,0,0,0,0,0,,,
Parker Ehinger,G,23,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,,,
Malcolm Mitchell,WR,24,0,0,0,4,4,14,0,0,0,0,0,0,0,0,32,401,4,,,
Willie Henry,DT,22,0,0,0,4,4,18,0,0,0,0,0,0,0,0,0,0,0,26,,4.5
Kentrell Brothers,OLB,23,0,0,0,4,4,51,0,0,0,0,0,0,0,0,0,0,0,41,,1
Devante Bond,OLB,23,0,0,1,4,4,34,0,0,0,0,0,0,0,0,0,0,0,31,,
Brandon Allen,QB,24,0,0,0,4,,15,149,263,1611,10,6,33,64,0,0,0,0,,,
Jordan Lucas,S,23,0,0,0,4,1,50,0,0,0,0,0,0,0,0,0,0,0,29,1,1
Kavon Frazier,S,22,0,0,0,4,3,60,0,0,0,0,0,0,0,0,0,0,0,50,,1
Dwayne Washington,RB,22,0,0,0,4,2,83,0,0,0,0,0,168,592,1,16,101,0,15,,
Jalen Collins,CB,22,0,0,0,4,4,24,0,0,0,0,0,0,0,0,0,0,0,45,2,
Lorenzo Mauldin,OLB,22,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,20,1,6.5
Craig Mager,CB,23,0,0,0,4,4,24,0,0,0,0,0,0,0,0,0,0,0,29,1,
Sammie Coates,WR,22,0,0,0,4,4,44,0,0,0,0,0,4,14,0,29,528,2,8,,
Xavier Cooper,DT,23,0,0,0,4,3,40,0,0,0,0,0,0,0,0,0,0,0,29,,3
Bryce Petty,QB,24,0,0,0,4,4,10,130,245,1353,4,10,12,74,0,0,0,0,,,
Arie Kouandjio,G,23,0,0,0,4,4,16,0,0,0,0,0,0,0,0,0,0,0,,,
Andrew Donnal,T,23,0,0,0,4,3,31,0,0,0,0,0,0,0,0,0,0,0,,,
Karlos Williams,RB,22,0,0,0,4,4,11,0,0,0,0,0,93,517,7,11,96,2,,,
Ryan Russell,DE,23,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,17,,3
Leterrius Walton,DT,23,0,0,0,4,4,36,0,0,0,0,0,0,0,0,0,0,0,17,,2
Andy Gallik,C,23,0,0,1,4,4,12,0,0,0,0,0,0,0,0,0,0,0,,,
Justin Gilbert,DB,22,0,0,0,4,3,35,0,0,0,0,0,0,0,0,0,0,0,36,1,
Johnny Manziel,QB,21,0,0,0,4,4,14,147,258,1675,7,7,46,259,1,0,0,0,,,
Marcus Smith,LB,22,0,0,0,4,3,53,0,0,0,0,0,0,0,0,0,0,0,25,,6.5
Jace Amaro,TE,22,0,0,0,4,3,17,0,0,0,0,0,0,0,0,41,404,2,,,
Crockett Gillmore,TE,22,0,0,1,4,4,32,0,0,0,0,0,0,0,0,51,604,6,,,
Keith McGill,DB,25,0,0,0,4,4,54,0,0,0,0,0,0,0,0,0,0,0,34,,
Marqueston Huff,DB,22,0,0,0,4,3,41,0,0,0,0,0,0,0,0,0,0,0,25,1,1
Ed Reynolds,DB,22,0,0,1,4,1,16,0,0,0,0,0,0,0,0,0,0,0,46,1,1
A.J. McCarron,QB,23,0,0,0,4,3,17,109,174,1173,6,3,22,68,1,0,0,0,,,
Jonathan Newsome,LB,23,0,0,0,4,4,30,0,0,0,0,0,0,0,0,0,0,0,31,,7.5
Michael Campanaro,WR,23,0,0,0,4,4,24,0,0,0,0,0,10,131,1,31,310,2,,,
Trevor Reilly,LB,26,0,0,0,4,3,37,0,0,0,0,0,0,0,0,0,0,0,27,,1
Corey Lemonier,DE,21,0,0,0,4,3,51,0,0,0,0,0,0,0,0,0,0,0,35,,3
Zaviar Gooden,LB,23,0,0,0,4,3,32,0,0,0,0,0,0,0,0,0,0,0,30,,
Landry Jones,QB,24,0,0,0,4,4,18,108,169,1310,8,7,19,-19,0,0,0,0,,,
Khaled Holmes,C,23,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,,,
Earl Wolff,DB,23,0,0,0,4,4,18,0,0,0,0,0,0,0,0,0,0,0,43,1,
Tharold Simon,DB,22,0,0,0,4,3,20,0,0,0,0,0,0,0,0,0,0,0,15,1,
Steve Williams,DB,22,0,0,0,4,4,32,0,0,0,0,0,0,0,0,0,0,0,45,2,1
Josh Boyd,DE,24,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,17,,
Kenjon Barner,RB,24,0,0,0,4,0,76,1,1,3,0,0,104,416,3,28,152,0,2,,
Sam Barrington,LB,22,0,0,1,4,4,29,0,0,0,0,0,0,0,0,0,0,0,44,,1
Michael Bowie,T,21,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,,,
Derek Stingley Jr.,CB,21,0,0,1,3,3,9,0,0,0,0,0,0,0,0,0,0,0,35,1,1
Jordan Davis,DT,22,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,8,,
Trent McDuffie,CB,21,0,0,1,3,3,11,0,0,0,0,0,0,0,0,0,0,0,28,,1
Kaiir Elam,CB,21,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,29,2,
Luke Goedeke,OL,23,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,1,,
Troy Andersen,LB,23,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,40,,
Desmond Ridder,QB,23,0,0,0,3,3,4,73,115,708,2,0,16,64,0,0,0,0,,,
Alex Wright,DE,22,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,13,,
Greg Dulcich,TE,22,0,0,0,3,3,10,0,0,0,0,0,0,0,0,33,411,2,,,
Brian Robinson Jr.,RB,23,0,0,1,3,3,12,0,0,0,0,0,205,797,2,9,60,1,1,,
Cade Otton,TE,23,0,0,1,3,3,16,0,0,0,0,0,0,0,0,42,391,2,5,,
Daniel Bellinger,TE,21,0,0,1,3,3,12,0,0,0,0,0,1,2,1,30,268,2,,,
Dane Belton,DB,21,0,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,24,2,
Zach Tom,OL,23,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,1,,
Dominique Robinson,DE,24,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,19,,1.5
Damone Clark,LB,22,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,29,,
John Ridgeway,DT,23,0,0,0,3,,15,0,0,0,0,0,0,0,0,0,0,0,9,,
Thayer Munford,OL,22,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,,,
Jaylen Watson,DB,23,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,37,1,
Dillon Radunz,T,23,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,1,,
Tutu Atwell,WR,21,0,0,0,3,3,21,0,0,0,0,0,9,34,1,18,298,1,,,
Boogie Basham,DL,23,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,20,1,4.5
Joseph Ossai,LB,21,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,6,,3.5
Milton Williams,DL,22,0,0,0,3,3,34,0,0,0,0,0,0,0,0,0,0,0,34,,6
Tommy Tremble,TE,21,0,0,1,3,3,33,0,0,0,0,0,3,11,1,39,354,4,5,,
Chauncey Golston,DL,23,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,27,,2
Ben Cleveland,OL,23,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,0,,,
Elijah Molden,DB,22,0,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,47,1,
Ambry Thomas,DB,21,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,26,1,
Cameron Sample,DE,21,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,26,,3.5
Kene Nwangwu,RB,23,0,0,0,3,3,28,0,0,0,0,0,22,75,0,6,30,0,3,,
John Bates,TE,23,0,0,0,3,3,33,0,0,0,0,0,0,0,0,34,357,2,2,,
Kylen Granson,TE,23,0,0,0,3,3,30,0,0,0,0,0,1,0,0,42,408,0,3,,
Robert Rochell,DB,23,0,0,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,16,1,
Caden Sterns,DB,21,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,36,4,2
Noah Gray,TE,22,0,0,0,3,3,33,0,0,0,0,0,1,1,1,35,335,2,1,,
Tedarrell Slaton,DL,23,0,0,0,3,3,34,0,0,0,0,0,0,0,0,0,0,0,29,,1
Jason Pinnock,CB,22,0,0,0,3,1,26,0,0,0,0,0,0,0,0,0,0,0,44,,1.5
Trey Hill,OL,21,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,,,
Landon Young,T,24,0,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0,0,,,
Stone Forsythe,OL,23,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,,,
Isaiah McDuffie,LB,22,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,27,,
Patrick Johnson,DE,23,0,0,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,18,,
Tre Norwood,DB,22,0,0,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,49,1,
Will Fries,OL,23,0,0,1,3,3,19,0,0,0,0,0,0,0,0,0,0,0,1,,
Khyiris Tonga,DL,25,0,0,0,3,2,26,0,0,0,0,0,0,0,0,0,0,0,22,,0.5
Pressley Harvin III,P,22,0,0,1,3,3,32,0,0,0,0,0,0,0,0,0,0,0,1,,
Jordan Love,QB,21,0,0,0,3,3,10,50,83,606,3,3,13,26,0,0,0,0,,,
Marlon Davidson,DE,22,0,0,0,3,3,19,0,0,0,0,0,0,0,0,0,0,0,14,1,1
Julian Okwara,DE,22,0,0,0,3,3,29,0,0,0,0,0,0,0,0,0,0,0,29,1,7
Josiah Deguara,TE,23,0,0,0,3,3,35,0,0,0,0,0,0,0,0,39,371,2,2,,
